query	subject
KH.C11.246	KY21.Chr11.856
KH.C11.113	KY21.Chr11.857
KH.S943.2	KY21.Chr11.860
KH.S943.1	KY21.Chr11.861
KH.S927.1	KY21.Chr11.863
KH.S927.3	KY21.Chr11.865
KH.S927.2	KY21.Chr11.866
KH.C11.302	KY21.Chr11.868
KH.C11.436	KY21.Chr11.870
KH.C11.509	KY21.Chr11.871
KH.C11.451	KY21.Chr11.872
KH.C11.503	KY21.Chr11.874
KH.C11.166	KY21.Chr11.875
KH.C11.167	KY21.Chr11.876
KH.C11.59	KY21.Chr11.877
KH.C11.60	KY21.Chr11.878
KH.C11.701	KY21.Chr11.879
KH.C11.11	KY21.Chr11.880
KH.C11.135	KY21.Chr11.881
KH.C11.259	KY21.Chr11.882
KH.C11.590	KY21.Chr11.883
KH.C11.373	KY21.Chr11.884
KH.C11.541	KY21.Chr11.885
KH.C11.147	KY21.Chr11.886
KH.C11.507	KY21.Chr11.887
KH.S1220.2	KY21.Chr11.887
KH.C11.380	KY21.Chr11.888
KH.S1220.1	KY21.Chr11.888
KH.C11.15	KY21.Chr11.889
KH.C11.511	KY21.Chr11.890
KH.C11.272	KY21.Chr11.891
KH.C11.403	KY21.Chr11.892
KH.C11.36	KY21.Chr11.893
KH.C11.646	KY21.Chr11.894
KH.C11.212	KY21.Chr11.895
KH.C11.309	KY21.Chr11.900
KH.C11.300	KY21.Chr11.901
KH.C11.377	KY21.Chr11.903
KH.S1915.1	KY21.Chr11.903
KH.S1915.2	KY21.Chr11.904
KH.C11.107	KY21.Chr11.905
KH.C11.687	KY21.Chr11.906
KH.C11.320	KY21.Chr11.907
KH.C11.154	KY21.Chr11.908
KH.C11.164	KY21.Chr11.909
KH.C11.119	KY21.Chr11.911
KH.C11.504	KY21.Chr11.912
KH.C11.696	KY21.Chr11.913
KH.C11.93	KY21.Chr11.914
KH.C11.637	KY21.Chr11.915
KH.C11.287	KY21.Chr11.916
KH.C11.381	KY21.Chr11.917
KH.C11.389	KY21.Chr11.918
KH.C11.322	KY21.Chr11.919
KH.C11.217	KY21.Chr11.920
KH.C11.122	KY21.Chr11.921
KH.C11.34	KY21.Chr11.923
KH.C11.101	KY21.Chr11.925
KH.C11.354	KY21.Chr11.926
KH.C11.80	KY21.Chr11.927
KH.C11.691	KY21.Chr11.928
KH.C11.557	KY21.Chr11.929
KH.C11.117	KY21.Chr11.931
KH.C11.453	KY21.Chr11.932
KH.C11.726	KY21.Chr11.933
KH.C11.698	KY21.Chr11.934
KH.C11.438	KY21.Chr11.935
KH.C11.472	KY21.Chr11.937
KH.C11.215	KY21.Chr11.938
KH.C11.220	KY21.Chr11.941
KH.C11.510	KY21.Chr11.942
KH.C11.227	KY21.Chr11.944
KH.C11.43	KY21.Chr11.945
KH.C11.123	KY21.Chr11.947
KH.C11.225	KY21.Chr11.948
KH.C11.585	KY21.Chr11.950
KH.C11.114	KY21.Chr11.951
KH.C11.660	KY21.Chr11.952
KH.C11.26	KY21.Chr11.953
KH.S1594.1	KY21.Chr11.953
KH.S1594.2	KY21.Chr11.954
KH.C11.44	KY21.Chr11.955
KH.C11.499	KY21.Chr11.956
KH.C11.165	KY21.Chr11.957
KH.C11.684	KY21.Chr11.958
KH.C11.233	KY21.Chr11.960
KH.C11.94	KY21.Chr11.961
KH.C11.426	KY21.Chr11.962
KH.C11.7	KY21.Chr11.963
KH.C11.50	KY21.Chr11.964
KH.C11.636	KY21.Chr11.965
KH.C11.5	KY21.Chr11.966
KH.C11.592	KY21.Chr11.967
KH.C11.156	KY21.Chr11.968
KH.C11.187	KY21.Chr11.970
KH.C11.99	KY21.Chr11.971
KH.C11.184	KY21.Chr11.975
KH.C11.536	KY21.Chr11.976
KH.C11.723	KY21.Chr11.977
KH.C11.610	KY21.Chr11.978
KH.C11.66	KY21.Chr11.979
KH.C11.79	KY21.Chr11.981
KH.C11.708	KY21.Chr11.983
KH.C11.657	KY21.Chr11.984
KH.C11.310	KY21.Chr11.985
KH.C11.643	KY21.Chr11.986
KH.C11.714	KY21.Chr11.987
KH.C11.211	KY21.Chr11.988
KH.C11.219	KY21.Chr11.989
KH.C11.108	KY21.Chr11.990
KH.C11.609	KY21.Chr11.991
KH.C11.111	KY21.Chr11.992
KH.C11.450	KY21.Chr11.993
KH.C11.16	KY21.Chr11.994
KH.C11.443	KY21.Chr11.995
KH.C11.301	KY21.Chr11.996
KH.C11.2	KY21.Chr11.997
KH.C11.667	KY21.Chr11.998
KH.C11.315	KY21.Chr11.999
KH.C11.498	KY21.Chr11.1000
KH.C11.720	KY21.Chr11.1001
KH.C11.452	KY21.Chr11.1003
KH.C11.613	KY21.Chr11.1004
KH.C11.238	KY21.Chr11.1005
KH.C11.468	KY21.Chr11.1006
KH.C11.206	KY21.Chr11.1007
KH.C11.546	KY21.Chr11.1008
KH.C11.549	KY21.Chr11.1009
KH.C11.561	KY21.Chr11.1010
KH.C11.532	KY21.Chr11.1011
KH.C11.466	KY21.Chr11.1012
KH.C11.392	KY21.Chr11.1013
KH.C11.420	KY21.Chr11.1014
KH.C11.522	KY21.Chr11.1016
KH.C11.152	KY21.Chr11.1017
KH.C11.678	KY21.Chr11.1018
KH.C11.558	KY21.Chr11.1020
KH.C11.410	KY21.Chr11.1021
KH.C11.675	KY21.Chr11.1022
KH.C11.554	KY21.Chr11.1023
KH.C11.586	KY21.Chr11.1024
KH.C11.674	KY21.Chr11.1025
KH.C11.662	KY21.Chr11.1026
KH.C11.10	KY21.Chr11.1028
KH.C11.31	KY21.Chr11.1029
KH.C11.348	KY21.Chr11.1030
KH.C11.543	KY21.Chr11.1031
KH.C11.424	KY21.Chr11.1034
KH.C11.352	KY21.Chr11.1035
KH.C11.224	KY21.Chr11.1036
KH.C11.529	KY21.Chr11.1037
KH.C11.360	KY21.Chr11.1038
KH.C11.379	KY21.Chr11.1040
KH.C11.318	KY21.Chr11.1043
KH.C11.419	KY21.Chr11.1044
KH.C11.703	KY21.Chr11.1046
KH.C11.151	KY21.Chr11.1049
KH.C11.54	KY21.Chr11.1050
KH.C11.336	KY21.Chr11.1052
KH.C11.688	KY21.Chr11.1053
KH.C11.58	KY21.Chr11.1054
KH.C11.431	KY21.Chr11.1055
KH.C11.185	KY21.Chr11.1056
KH.C11.180	KY21.Chr11.1058
KH.C11.654	KY21.Chr11.1059
KH.C11.109	KY21.Chr11.1060
KH.C11.32	KY21.Chr11.1061
KH.C11.618	KY21.Chr11.1062
KH.C11.494	KY21.Chr11.1063
KH.C11.487	KY21.Chr11.1064
KH.C11.23	KY21.Chr11.1065
KH.C11.9	KY21.Chr11.1066
KH.C11.656	KY21.Chr11.1067
KH.C11.311	KY21.Chr11.1068
KH.C11.210	KY21.Chr11.1071
KH.C11.598	KY21.Chr11.1072
KH.C11.252	KY21.Chr11.1073
KH.C11.237	KY21.Chr11.1076
KH.C11.663	KY21.Chr11.1077
KH.C11.396	KY21.Chr11.1078
KH.C11.331	KY21.Chr11.1079
KH.C11.440	KY21.Chr11.1080
KH.C11.712	KY21.Chr11.1081
KH.C11.459	KY21.Chr11.1082
KH.C11.533	KY21.Chr11.1083
KH.C11.270	KY21.Chr11.1084
KH.C11.563	KY21.Chr11.1085
KH.C11.261	KY21.Chr11.1086
KH.C11.689	KY21.Chr11.1087
KH.C11.553	KY21.Chr11.1088
KH.C11.623	KY21.Chr11.1089
KH.C11.278	KY21.Chr11.1092
KH.C11.178	KY21.Chr11.1093
KH.C11.314	KY21.Chr11.1094
KH.C11.49	KY21.Chr11.1095
KH.C11.709	KY21.Chr11.1096
KH.C11.139	KY21.Chr11.1097
KH.C11.556	KY21.Chr11.1098
KH.C11.648	KY21.Chr11.1099
KH.C11.328	KY21.Chr11.1100
KH.C11.580	KY21.Chr11.1101
KH.C11.432	KY21.Chr11.1103
KH.C11.612	KY21.Chr11.1104
KH.C11.681	KY21.Chr11.1105
KH.C11.81	KY21.Chr11.1106
KH.C11.221	KY21.Chr11.1107
KH.C11.635	KY21.Chr11.1108
KH.C11.258	KY21.Chr11.1109
KH.C11.283	KY21.Chr11.1110
KH.C11.462	KY21.Chr11.1111
KH.C11.13	KY21.Chr11.1112
KH.C11.593	KY21.Chr11.1113
KH.C11.267	KY21.Chr11.1114
KH.C11.90	KY21.Chr11.1115
KH.C11.158	KY21.Chr11.1116
KH.C11.692	KY21.Chr11.1117
KH.C11.131	KY21.Chr11.1118
KH.C11.3	KY21.Chr11.1119
KH.C11.214	KY21.Chr11.1120
KH.C11.535	KY21.Chr11.1121
KH.C11.155	KY21.Chr11.1122
KH.C11.413	KY21.Chr11.1124
KH.C11.645	KY21.Chr11.1125
KH.C11.537	KY21.Chr11.1126
KH.C11.705	KY21.Chr11.1127
KH.C11.78	KY21.Chr11.1128
KH.C11.313	KY21.Chr11.1129
KH.C11.644	KY21.Chr11.1130
KH.C11.501	KY21.Chr11.1131
KH.C11.704	KY21.Chr11.1132
KH.C11.514	KY21.Chr11.1133
KH.C11.137	KY21.Chr11.1134
KH.C11.18	KY21.Chr11.1135
KH.C11.91	KY21.Chr11.1136
KH.C11.254	KY21.Chr11.1137
KH.C11.24	KY21.Chr11.1138
KH.C11.607	KY21.Chr11.1139
KH.C11.87	KY21.Chr11.1140
KH.C11.244	KY21.Chr11.1143
KH.C11.29	KY21.Chr11.1144
KH.S1745.1	KY21.Chr11.1144
KH.C11.672	KY21.Chr11.1145
KH.C11.350	KY21.Chr11.1147
KH.C11.175	KY21.Chr11.1148
KH.C11.12	KY21.Chr11.1149
KH.C11.20	KY21.Chr11.1150
KH.C11.614	KY21.Chr11.1151
KH.C11.130	KY21.Chr11.1152
KH.C11.82	KY21.Chr11.1153
KH.C11.502	KY21.Chr11.1154
KH.C11.163	KY21.Chr11.1155
KH.C11.713	KY21.Chr11.1156
KH.S1921.1	KY21.Chr11.1157
KH.C11.128	KY21.Chr11.1158
KH.C11.497	KY21.Chr11.1159
KH.C11.577	KY21.Chr11.1159
KH.C11.562	KY21.Chr11.1160
KH.C11.67	KY21.Chr11.1161
KH.C11.668	KY21.Chr11.1161
KH.C11.475	KY21.Chr11.1163
KH.C11.444	KY21.Chr11.1164
KH.C11.148	KY21.Chr11.1165
KH.C11.172	KY21.Chr11.1166
KH.C11.68	KY21.Chr11.1167
KH.C11.307	KY21.Chr11.1168
KH.C11.552	KY21.Chr11.1169
KH.C11.359	KY21.Chr11.1170
KH.C11.19	KY21.Chr11.1172
KH.C11.679	KY21.Chr11.1173
KH.C11.670	KY21.Chr11.1174
KH.C11.282	KY21.Chr11.1175
KH.C11.232	KY21.Chr11.1178
KH.C11.353	KY21.Chr11.1179
KH.C11.366	KY21.Chr11.1180
KH.C11.393	KY21.Chr11.1181
KH.C11.14	KY21.Chr11.1182
KH.C11.193	KY21.Chr11.1184
KH.C11.194	KY21.Chr11.1185
KH.C11.437	KY21.Chr11.1186
KH.C11.242	KY21.Chr11.1187
KH.C11.622	KY21.Chr11.1188
KH.C11.676	KY21.Chr11.1189
KH.C11.129	KY21.Chr11.1190
KH.C11.74	KY21.Chr11.1191
KH.C11.401	KY21.Chr11.1192
KH.C11.516	KY21.Chr11.1193
KH.C11.48	KY21.Chr11.1194
KH.C11.493	KY21.Chr11.1195
KH.C11.160	KY21.Chr11.1197
KH.C11.634	KY21.Chr11.1199
KH.C11.290	KY21.Chr11.1200
KH.C11.279	KY21.Chr11.1201
KH.C11.711	KY21.Chr11.1202
KH.C11.110	KY21.Chr11.1203
KH.C11.376	KY21.Chr11.1204
KH.C11.583	KY21.Chr11.1205
KH.C11.138	KY21.Chr11.1206
KH.C11.421	KY21.Chr11.1207
KH.C11.525	KY21.Chr11.1208
KH.S992.1	KY21.Chr11.1210
KH.S992.2	KY21.Chr11.1211
KH.C11.411	KY21.Chr11.1212
KH.C11.343	KY21.Chr11.1213
KH.C11.611	KY21.Chr11.1214
KH.C11.303	KY21.Chr11.1215
KH.C11.519	KY21.Chr11.1216
KH.C11.595	KY21.Chr11.1217
KH.C11.682	KY21.Chr11.1219
KH.C11.257	KY21.Chr11.1220
KH.C11.572	KY21.Chr11.1221
KH.C11.361	KY21.Chr11.1222
KH.C11.693	KY21.Chr11.1223
KH.C11.340	KY21.Chr11.1224
KH.C11.209	KY21.Chr11.1225
KH.C11.422	KY21.Chr11.1226
KH.C11.423	KY21.Chr11.1227
KH.C11.286	KY21.Chr11.1228
KH.C11.601	KY21.Chr11.1229
KH.C11.573	KY21.Chr11.1230
KH.C11.21	KY21.Chr11.1231
KH.C11.325	KY21.Chr11.1233
KH.C11.240	KY21.Chr11.1234
KH.C11.358	KY21.Chr11.1235
KH.C11.339	KY21.Chr11.1236
KH.C11.204	KY21.Chr11.1237
KH.C11.414	KY21.Chr11.1238
KH.C11.395	KY21.Chr11.1239
KH.C11.734	KY21.Chr11.1240
KH.C11.735	KY21.Chr11.1241
KH.C11.186	KY21.Chr11.1244
KH.C11.695	KY21.Chr11.1245
KH.C11.416	KY21.Chr11.1247
KH.C11.474	KY21.Chr11.1248
KH.S1094.2	KY21.Chr11.1250
KH.C11.385	KY21.Chr11.1251
KH.S1094.1	KY21.Chr11.1251
KH.C11.157	KY21.Chr11.1252
KH.C11.430	KY21.Chr11.1254
KH.C11.199	KY21.Chr11.1255
KH.C11.488	KY21.Chr11.1256
KH.C11.22	KY21.Chr11.1257
KH.C11.349	KY21.Chr11.1258
KH.L67.1	KY21.Chr11.1260
KH.L67.2	KY21.Chr11.1261
KH.L67.4	KY21.Chr11.1263
KH.L107.12	KY21.Chr11.1263
KH.L107.4	KY21.Chr11.1264
KH.L107.2	KY21.Chr11.1265
KH.L107.11	KY21.Chr11.1266
KH.L107.6	KY21.Chr11.1268
KH.L107.1	KY21.Chr11.1269
KH.L107.10	KY21.Chr11.1271
KH.L107.5	KY21.Chr11.1272
KH.L107.3	KY21.Chr11.1273
KH.L107.8	KY21.Chr11.1274
KH.L107.7	KY21.Chr11.1275
KH.S638.10	KY21.Chr11.1276
KH.S638.8	KY21.Chr11.1277
KH.S638.7	KY21.Chr11.1278
KH.S638.4	KY21.Chr11.1279
KH.S638.9	KY21.Chr11.1280
KH.S638.3	KY21.Chr11.1281
KH.S638.2	KY21.Chr11.1282
KH.S638.6	KY21.Chr11.1284
KH.S638.5	KY21.Chr11.1285
KH.S638.1	KY21.Chr11.1286
KH.S406.21	KY21.Chr11.1288
KH.S406.4	KY21.Chr11.1289
KH.S406.17	KY21.Chr11.1289
KH.S406.7	KY21.Chr11.1290
KH.S406.8	KY21.Chr11.1291
KH.S406.23	KY21.Chr11.1292
KH.S406.14	KY21.Chr11.1293
KH.S406.5	KY21.Chr11.1294
KH.S406.13	KY21.Chr11.1295
KH.S406.22	KY21.Chr11.1295
KH.S406.11	KY21.Chr11.1296
KH.S406.10	KY21.Chr11.1297
KH.S406.19	KY21.Chr11.1298
KH.S406.20	KY21.Chr11.1299
KH.S406.2	KY21.Chr11.1300
KH.S406.6	KY21.Chr11.1301
KH.S406.15	KY21.Chr11.1302
KH.S406.18	KY21.Chr11.1303
KH.S406.9	KY21.Chr11.1304
KH.S406.3	KY21.Chr11.1306
KH.S406.1	KY21.Chr11.1307
KH.S406.12	KY21.Chr11.1307
KH.S590.4	KY21.Chr11.1309
KH.L107.9	KY21.Chr11.1310
KH.S966.1	KY21.Chr11.1310
KH.S966.6	KY21.Chr11.1311
KH.S966.3	KY21.Chr11.1312
KH.S966.2	KY21.Chr11.1313
KH.S966.7	KY21.Chr11.1314
KH.S966.4	KY21.Chr11.1315
KH.S966.5	KY21.Chr11.1316
KH.S2442.1	KY21.Chr12.5
KH.S1404.1	KY21.Chr12.6
KH.S1404.3	KY21.Chr12.7
KH.S1404.2	KY21.Chr12.9
KH.S2058.2	KY21.Chr12.10
KH.S1330.4	KY21.Chr12.12
KH.S1330.1	KY21.Chr12.14
KH.S1330.3	KY21.Chr12.15
KH.S1330.2	KY21.Chr12.16
KH.S1737.1	KY21.Chr12.17
KH.S1737.3	KY21.Chr12.18
KH.S1737.2	KY21.Chr12.19
KH.L133.9	KY21.Chr12.21
KH.L133.8	KY21.Chr12.22
KH.L133.12	KY21.Chr12.23
KH.L133.2	KY21.Chr12.24
KH.L133.13	KY21.Chr12.25
KH.L133.5	KY21.Chr12.26
KH.L133.11	KY21.Chr12.27
KH.L133.4	KY21.Chr12.28
KH.L133.3	KY21.Chr12.29
KH.L133.7	KY21.Chr12.30
KH.L133.1	KY21.Chr12.31
KH.L133.6	KY21.Chr12.32
KH.L165.4	KY21.Chr12.33
KH.L165.5	KY21.Chr12.34
KH.L165.2	KY21.Chr12.35
KH.L165.7	KY21.Chr12.36
KH.L165.1	KY21.Chr12.37
KH.L165.6	KY21.Chr12.38
KH.L165.3	KY21.Chr12.39
KH.C12.435	KY21.Chr12.40
KH.C12.641	KY21.Chr12.41
KH.C12.417	KY21.Chr12.42
KH.C12.521	KY21.Chr12.43
KH.C12.40	KY21.Chr12.44
KH.C12.205	KY21.Chr12.49
KH.C12.237	KY21.Chr12.50
KH.C12.288	KY21.Chr12.51
KH.C12.503	KY21.Chr12.53
KH.C12.367	KY21.Chr12.54
KH.C12.88	KY21.Chr12.55
KH.C12.190	KY21.Chr12.56
KH.C12.395	KY21.Chr12.57
KH.C12.2	KY21.Chr12.58
KH.C12.128	KY21.Chr12.59
KH.C12.46	KY21.Chr12.60
KH.C12.253	KY21.Chr12.61
KH.C12.322	KY21.Chr12.62
KH.C12.166	KY21.Chr12.63
KH.C12.609	KY21.Chr12.64
KH.C12.476	KY21.Chr12.65
KH.C12.228	KY21.Chr12.66
KH.C12.26	KY21.Chr12.68
KH.C12.537	KY21.Chr12.69
KH.C12.365	KY21.Chr12.70
KH.C12.175	KY21.Chr12.71
KH.S1374.1	KY21.Chr12.71
KH.C12.639	KY21.Chr12.72
KH.C12.370	KY21.Chr12.73
KH.C12.428	KY21.Chr12.74
KH.C12.238	KY21.Chr12.75
KH.C12.273	KY21.Chr12.76
KH.C12.92	KY21.Chr12.77
KH.C12.336	KY21.Chr12.80
KH.C12.204	KY21.Chr12.81
KH.C12.541	KY21.Chr12.82
KH.C12.6	KY21.Chr12.83
KH.C12.121	KY21.Chr12.85
KH.C12.258	KY21.Chr12.87
KH.C12.525	KY21.Chr12.88
KH.C12.408	KY21.Chr12.89
KH.C12.208	KY21.Chr12.90
KH.C12.513	KY21.Chr12.91
KH.C12.577	KY21.Chr12.92
KH.C12.595	KY21.Chr12.93
KH.C12.242	KY21.Chr12.94
KH.C12.329	KY21.Chr12.95
KH.C12.71	KY21.Chr12.96
KH.C12.81	KY21.Chr12.97
KH.C12.188	KY21.Chr12.98
KH.C12.248	KY21.Chr12.99
KH.C12.444	KY21.Chr12.100
KH.C12.91	KY21.Chr12.102
KH.C12.657	KY21.Chr12.103
KH.C12.421	KY21.Chr12.109
KH.C12.100	KY21.Chr12.110
KH.C12.33	KY21.Chr12.112
KH.C12.207	KY21.Chr12.114
KH.C12.619	KY21.Chr12.115
KH.C12.227	KY21.Chr12.116
KH.L113.4	KY21.Chr12.116
KH.L113.1	KY21.Chr12.117
KH.C12.573	KY21.Chr12.118
KH.L113.2	KY21.Chr12.121
KH.C12.326	KY21.Chr12.125
KH.C12.464	KY21.Chr12.126
KH.C12.15	KY21.Chr12.127
KH.C12.566	KY21.Chr12.130
KH.C12.610	KY21.Chr12.131
KH.C12.137	KY21.Chr12.132
KH.C12.434	KY21.Chr12.133
KH.C12.103	KY21.Chr12.134
KH.C12.94	KY21.Chr12.135
KH.L57.4	KY21.Chr12.136
KH.L57.27	KY21.Chr12.137
KH.L57.6	KY21.Chr12.140
KH.L57.9	KY21.Chr12.142
KH.L57.23	KY21.Chr12.143
KH.S2213.1	KY21.Chr12.144
KH.L57.26	KY21.Chr12.145
KH.L57.7	KY21.Chr12.146
KH.L57.11	KY21.Chr12.147
KH.L57.13	KY21.Chr12.148
KH.L57.3	KY21.Chr12.149
KH.L57.8	KY21.Chr12.150
KH.L57.2	KY21.Chr12.151
KH.L57.12	KY21.Chr12.152
KH.L57.17	KY21.Chr12.153
KH.L57.21	KY21.Chr12.154
KH.L57.20	KY21.Chr12.155
KH.L57.1	KY21.Chr12.156
KH.L57.28	KY21.Chr12.157
KH.L57.25	KY21.Chr12.158
KH.L57.10	KY21.Chr12.159
KH.L57.19	KY21.Chr12.160
KH.L57.15	KY21.Chr12.162
KH.L57.29	KY21.Chr12.163
KH.L57.14	KY21.Chr12.164
KH.L57.31	KY21.Chr12.165
KH.L57.22	KY21.Chr12.166
KH.L57.5	KY21.Chr12.167
KH.L57.33	KY21.Chr12.167
KH.L57.24	KY21.Chr12.169
KH.L57.18	KY21.Chr12.170
KH.L57.32	KY21.Chr12.171
KH.C12.534	KY21.Chr12.173
KH.C12.112	KY21.Chr12.174
KH.C12.308	KY21.Chr12.175
KH.C12.416	KY21.Chr12.176
KH.C12.582	KY21.Chr12.177
KH.C12.39	KY21.Chr12.178
KH.C12.13	KY21.Chr12.179
KH.C12.16	KY21.Chr12.180
KH.C12.193	KY21.Chr12.181
KH.C12.656	KY21.Chr12.182
KH.C12.251	KY21.Chr12.183
KH.C12.362	KY21.Chr12.184
KH.C12.520	KY21.Chr12.185
KH.C12.556	KY21.Chr12.186
KH.C12.677	KY21.Chr12.188
KH.C12.502	KY21.Chr12.189
KH.C12.224	KY21.Chr12.191
KH.C12.197	KY21.Chr12.192
KH.C12.267	KY21.Chr12.193
KH.C12.474	KY21.Chr12.195
KH.C12.612	KY21.Chr12.196
KH.C12.403	KY21.Chr12.197
KH.C12.360	KY21.Chr12.198
KH.C12.627	KY21.Chr12.201
KH.C12.418	KY21.Chr12.202
KH.C12.614	KY21.Chr12.203
KH.C12.338	KY21.Chr12.204
KH.C12.70	KY21.Chr12.206
KH.C12.9	KY21.Chr12.207
KH.C12.215	KY21.Chr12.208
KH.C12.307	KY21.Chr12.209
KH.C12.640	KY21.Chr12.210
KH.C12.146	KY21.Chr12.211
KH.C12.120	KY21.Chr12.212
KH.C12.144	KY21.Chr12.213
KH.S1027.1	KY21.Chr12.213
KH.C12.449	KY21.Chr12.215
KH.C12.330	KY21.Chr12.216
KH.C12.344	KY21.Chr12.217
KH.C12.575	KY21.Chr12.218
KH.S1965.1	KY21.Chr12.220
KH.S1965.2	KY21.Chr12.221
KH.S1042.2	KY21.Chr12.222
KH.S1042.4	KY21.Chr12.223
KH.C12.280	KY21.Chr12.226
KH.C12.75	KY21.Chr12.231
KH.C12.599	KY21.Chr12.232
KH.C12.155	KY21.Chr12.233
KH.C12.225	KY21.Chr12.234
KH.C12.201	KY21.Chr12.235
KH.C12.284	KY21.Chr12.236
KH.C12.597	KY21.Chr12.239
KH.C12.136	KY21.Chr12.240
KH.C12.425	KY21.Chr12.242
KH.C12.106	KY21.Chr12.243
KH.C12.680	KY21.Chr12.244
KH.C12.222	KY21.Chr12.245
KH.C12.28	KY21.Chr12.246
KH.C12.605	KY21.Chr12.247
KH.C12.102	KY21.Chr12.248
KH.C12.320	KY21.Chr12.249
KH.C12.583	KY21.Chr12.250
KH.C12.396	KY21.Chr12.251
KH.C12.276	KY21.Chr12.252
KH.C12.392	KY21.Chr12.253
KH.C12.572	KY21.Chr12.254
KH.C12.685	KY21.Chr12.255
KH.C12.430	KY21.Chr12.258
KH.C12.161	KY21.Chr12.259
KH.C12.412	KY21.Chr12.260
KH.C12.357	KY21.Chr12.261
KH.S831.2	KY21.Chr12.264
KH.S831.1	KY21.Chr12.265
KH.S831.4	KY21.Chr12.266
KH.S831.3	KY21.Chr12.267
KH.S562.5	KY21.Chr12.268
KH.S562.7	KY21.Chr12.269
KH.S562.3	KY21.Chr12.270
KH.S562.8	KY21.Chr12.271
KH.S562.1	KY21.Chr12.272
KH.S562.6	KY21.Chr12.275
KH.S562.2	KY21.Chr12.276
KH.S562.4	KY21.Chr12.277
KH.L48.1	KY21.Chr12.278
KH.C12.481	KY21.Chr12.279
KH.C12.127	KY21.Chr12.280
KH.C12.522	KY21.Chr12.281
KH.C12.249	KY21.Chr12.282
KH.C12.69	KY21.Chr12.284
KH.C12.131	KY21.Chr12.285
KH.C12.551	KY21.Chr12.286
KH.C12.687	KY21.Chr12.287
KH.C12.592	KY21.Chr12.289
KH.C12.450	KY21.Chr12.290
KH.C12.37	KY21.Chr12.291
KH.C12.620	KY21.Chr12.292
KH.C12.239	KY21.Chr12.293
KH.C12.571	KY21.Chr12.294
KH.S2240.1	KY21.Chr12.294
KH.C12.257	KY21.Chr12.295
KH.C12.269	KY21.Chr12.296
KH.C12.524	KY21.Chr12.297
KH.C12.645	KY21.Chr12.298
KH.C12.347	KY21.Chr12.299
KH.C12.130	KY21.Chr12.300
KH.C12.246	KY21.Chr12.301
KH.C12.133	KY21.Chr12.302
KH.C12.226	KY21.Chr12.303
KH.C12.333	KY21.Chr12.304
KH.C12.152	KY21.Chr12.306
KH.C12.125	KY21.Chr12.308
KH.C12.419	KY21.Chr12.309
KH.C12.233	KY21.Chr12.310
KH.C12.321	KY21.Chr12.312
KH.C12.126	KY21.Chr12.313
KH.C12.390	KY21.Chr12.314
KH.C12.198	KY21.Chr12.316
KH.C12.565	KY21.Chr12.317
KH.C12.374	KY21.Chr12.318
KH.C12.113	KY21.Chr12.320
KH.C12.210	KY21.Chr12.321
KH.C12.286	KY21.Chr12.322
KH.S1697.1	KY21.Chr12.325
KH.S1697.2	KY21.Chr12.326
KH.S972.2	KY21.Chr12.329
KH.S972.1	KY21.Chr12.336
KH.S640.1	KY21.Chr12.338
KH.S916.1	KY21.Chr12.339
KH.S916.3	KY21.Chr12.340
KH.S916.2	KY21.Chr12.341
KH.S2067.1	KY21.Chr12.341
KH.S870.2	KY21.Chr12.345
KH.S930.4	KY21.Chr12.346
KH.S930.3	KY21.Chr12.348
KH.S2047.1	KY21.Chr12.348
KH.S930.2	KY21.Chr12.349
KH.S930.5	KY21.Chr12.349
KH.S1533.1	KY21.Chr12.351
KH.L169.1	KY21.Chr12.352
KH.L169.4	KY21.Chr12.352
KH.L169.6	KY21.Chr12.353
KH.L169.3	KY21.Chr12.354
KH.L169.2	KY21.Chr12.355
KH.L56.4	KY21.Chr12.357
KH.L56.1	KY21.Chr12.358
KH.L56.3	KY21.Chr12.359
KH.L56.5	KY21.Chr12.359
KH.S941.3	KY21.Chr12.362
KH.S1254.1	KY21.Chr12.362
KH.S1370.1	KY21.Chr12.362
KH.S1339.1	KY21.Chr12.370
KH.L115.1	KY21.Chr12.371
KH.S1450.1	KY21.Chr12.374
KH.L141.62	KY21.Chr12.375
KH.C3.735	KY21.Chr12.379
KH.L115.2	KY21.Chr12.380
KH.S1450.2	KY21.Chr12.381
KH.S1162.1	KY21.Chr12.397
KH.S1528.2	KY21.Chr12.398
KH.S1052.2	KY21.Chr12.399
KH.L78.9	KY21.Chr12.400
KH.S1370.2	KY21.Chr12.406
KH.S1352.2	KY21.Chr12.415
KH.S1190.1	KY21.Chr12.420
KH.L32.4	KY21.Chr12.430
KH.S1792.1	KY21.Chr12.430
KH.S699.2	KY21.Chr12.435
KH.S1147.3	KY21.Chr12.443
KH.S1147.2	KY21.Chr12.444
KH.S599.1	KY21.Chr12.447
KH.S1097.1	KY21.Chr12.448
KH.C12.85	KY21.Chr12.449
KH.C12.554	KY21.Chr12.450
KH.C12.116	KY21.Chr12.452
KH.C12.145	KY21.Chr12.453
KH.C12.372	KY21.Chr12.455
KH.C12.332	KY21.Chr12.456
KH.C12.375	KY21.Chr12.457
KH.C12.185	KY21.Chr12.459
KH.C12.47	KY21.Chr12.461
KH.C12.164	KY21.Chr12.462
KH.C12.289	KY21.Chr12.463
KH.C12.660	KY21.Chr12.465
KH.C12.637	KY21.Chr12.466
KH.C12.213	KY21.Chr12.467
KH.C12.532	KY21.Chr12.468
