KY2021,KH2012,KH2013,uniprot,fullname
KY21.Chr6.595,KH.S2649.1,KH.S2649.1,P17342,Atrial natriuretic peptide receptor 3
KY21.Chr6.596,KH.S423.5,KH.S423.5,P55042,GTP-binding protein RAD
KY21.Chr6.597,KH.S423.6,KH.S423.6,Q8NB12,Histone-lysine N-methyltransferase SMYD1
KY21.Chr6.598,,,P35555,Fibrillin-1 {ECO:0000303|PubMed:15221638}
KY21.Chr6.6,KH.L156.6,KH.L156.6,Q14BN4,Sarcolemmal membrane-associated protein {ECO:0000305}
KY21.Chr6.600,KH.L28.7,KH.L28.7,Q6J9G0,Tyrosine-protein kinase STYK1
KY21.Chr6.601,KH.L28.3,KH.L28.3,P40337,von Hippel-Lindau disease tumor suppressor
KY21.Chr6.602,KH.L28.9,KH.L28.9,Q8N4J0,"Carnosine N-methyltransferase {ECO:0000303|PubMed:26001783, ECO:0000312|HGNC:HGNC:23435}"
KY21.Chr6.603,KH.L28.4,KH.L28.4,Q96EG1,Arylsulfatase G
KY21.Chr6.604,KH.L28.10,KH.L28.10,Q9UKG1,DCC-interacting protein 13-alpha {ECO:0000305}
KY21.Chr6.605,KH.C11.317,KH.C11.317,P22033,"Methylmalonyl-CoA mutase, mitochondrial {ECO:0000305}"
KY21.Chr6.606,,,P22033,"Methylmalonyl-CoA mutase, mitochondrial {ECO:0000305}"
KY21.Chr6.607,KH.C11.694,KH.C11.694,Q5TF39,Sodium-dependent glucose transporter 1 {ECO:0000250|UniProtKB:Q80T22}
KY21.Chr6.608,KH.C11.547,KH.C11.547,P15311,Ezrin
KY21.Chr6.61,KH.C6.172,KH.C6.172,Q16514,Transcription initiation factor TFIID subunit 12 {ECO:0000305}
KY21.Chr6.611,,,Q13873,Bone morphogenetic protein receptor type-2
KY21.Chr6.612,KH.L20.36,KH.L20.36,Q16630,Cleavage and polyadenylation specificity factor subunit 6 {ECO:0000305}
KY21.Chr6.613,KH.L20.34,KH.L20.34,Q99583,Max-binding protein MNT
KY21.Chr6.614,KH.L20.38,KH.L20.38,O95260,Arginyl-tRNA--protein transferase 1
KY21.Chr6.615,KH.L20.58,KH.L20.58,Q96PD2,"Discoidin, CUB and LCCL domain-containing protein 2"
KY21.Chr6.616,KH.L20.35,KH.L20.35,P11166,"Solute carrier family 2, facilitated glucose transporter member 1 {ECO:0000305}"
KY21.Chr6.617,KH.L20.27,KH.L20.27,O95219,Sorting nexin-4 {ECO:0000303|PubMed:9819414}
KY21.Chr6.619,KH.L20.12,KH.L20.12,Q8IWX5,Sphingosine-1-phosphate phosphatase 2 {ECO:0000305}
KY21.Chr6.620,KH.L20.42,KH.L20.42,Q99729,Heterogeneous nuclear ribonucleoprotein A/B
KY21.Chr6.621,KH.L20.6,KH.L20.6,Q8IZV2,CKLF-like MARVEL transmembrane domain-containing protein 8
KY21.Chr6.622,KH.L20.10,KH.L20.10,Q86VN1,Vacuolar protein-sorting-associated protein 36
KY21.Chr6.623,KH.L20.56,KH.L20.56,O76003,Glutaredoxin-3
KY21.Chr6.627,KH.L20.17,KH.L20.17,Q8IXY8,Probable inactive peptidyl-prolyl cis-trans isomerase-like 6 {ECO:0000305|PubMed:20676357}
KY21.Chr6.628,KH.L20.7,KH.L20.7,Q9Y2G8,DnaJ homolog subfamily C member 16
KY21.Chr6.630,KH.L20.1,KH.L20.1,P43694,Transcription factor GATA-4
KY21.Chr6.632,KH.L20.26,KH.L20.26,P98177,Forkhead box protein O4
KY21.Chr6.634,KH.L20.45,KH.L20.45,O15217,Glutathione S-transferase A4
KY21.Chr6.635,,,Q16772,Glutathione S-transferase A3 {ECO:0000305}
KY21.Chr6.636,KH.L20.5,KH.L20.5,Q16772,Glutathione S-transferase A3 {ECO:0000305}
KY21.Chr6.637,KH.L20.15,KH.L20.15,Q9NPJ3,Acyl-coenzyme A thioesterase 13 {ECO:0000303|PubMed:19170545}
KY21.Chr6.638,KH.L20.14,KH.L20.14,Q8WTP8,Apoptosis-enhancing nuclease
KY21.Chr6.639,KH.L64.4,KH.L64.4,P33552,Cyclin-dependent kinases regulatory subunit 2
KY21.Chr6.640,KH.L64.1,KH.L64.1,Q7RTY1,Monocarboxylate transporter 9
KY21.Chr6.641,KH.L20.13,KH.L20.13,Q9H251,Cadherin-23 {ECO:0000303|PubMed:11138009}
KY21.Chr6.643,KH.L20.57,KH.L20.57,O75382,Tripartite motif-containing protein 3
KY21.Chr6.644,KH.L20.23,KH.L20.23,O95992,Cholesterol 25-hydroxylase {ECO:0000305}
KY21.Chr6.647,KH.L20.29,KH.L20.29,Q9UBT3,Dickkopf-related protein 4
KY21.Chr6.649,KH.L20.49,KH.L20.49,Q9NR12,PDZ and LIM domain protein 7
KY21.Chr6.651,KH.C1.461,KH.C1.461,Q03468,DNA excision repair protein ERCC-6
KY21.Chr6.652,KH.L20.30,KH.L20.30,Q9HCE0,Ectopic P granules protein 5 homolog
KY21.Chr6.653,KH.L20.40,KH.L20.40,Q8N0Z6,Tetratricopeptide repeat protein 5 {ECO:0000303|PubMed:31727855}
KY21.Chr6.654,KH.L20.48,KH.L20.48,Q9H5K3,Protein O-mannose kinase
KY21.Chr6.655,KH.L20.25,KH.L20.25,Q5JSS6,Meiosis expressed gene 1 protein homolog
KY21.Chr6.656,KH.L20.43,KH.L20.43,Q8IZH2,5'-3' exoribonuclease 1
KY21.Chr6.657,KH.L20.41,KH.L20.41,P09914,Interferon-induced protein with tetratricopeptide repeats 1
KY21.Chr6.658,KH.L20.32,KH.L20.32,Q9BV44,tRNA (guanine(6)-N(2))-methyltransferase THUMP3 {ECO:0000305}
KY21.Chr6.659,KH.L20.28,KH.L20.28,Q6ZMY3,SPOC domain-containing protein 1 {ECO:0000305}
KY21.Chr6.66,KH.S1155.1,KH.S1155.1,O75899,Gamma-aminobutyric acid type B receptor subunit 2
KY21.Chr6.660,KH.L20.20,KH.L20.20,P18074,General transcription and DNA repair factor IIH helicase subunit XPD
KY21.Chr6.661,KH.L20.16,KH.L20.16,Q96AJ9,Vesicle transport through interaction with t-SNAREs homolog 1A
KY21.Chr6.663,KH.L20.53,KH.L20.53,Q9P2K1,Coiled-coil and C2 domain-containing protein 2A
KY21.Chr6.664,KH.L20.2,KH.L20.2,Q96LW4,DNA-directed primase/polymerase protein {ECO:0000303|PubMed:24126761}
KY21.Chr6.665,KH.L20.11,KH.L20.11,Q96D05,Protein FAM241B {ECO:0000305}
KY21.Chr6.666,KH.L20.33,KH.L20.33,P33240,Cleavage stimulation factor subunit 2
KY21.Chr6.669,,,Q9Y466,Nuclear receptor subfamily 2 group E member 1
KY21.Chr6.67,,,P18583,Protein SON
KY21.Chr6.670,KH.L20.60,KH.L20.60,P20711,Aromatic-L-amino-acid decarboxylase {ECO:0000303|PubMed:2590185}
KY21.Chr6.671,KH.L20.47,KH.L20.47,Q9BUT1,Dehydrogenase/reductase SDR family member 6 {ECO:0000303|PubMed:16380372}
KY21.Chr6.673,KH.L20.54,KH.L20.54,P62891,Large ribosomal subunit protein eL39 {ECO:0000303|PubMed:24524803}
KY21.Chr6.674,KH.S938.3,KH.S938.3,Q96NZ1,Forkhead box protein N4
KY21.Chr6.675,KH.S938.1,KH.S938.1,O75096,Low-density lipoprotein receptor-related protein 4
KY21.Chr6.676,KH.S938.2,KH.S938.2,Q6ECI4,Zinc finger protein 470
KY21.Chr6.677,KH.S2003.2,KH.S2003.2,Q8WWM7,Ataxin-2-like protein
KY21.Chr6.678,KH.S2003.1,KH.S2003.1,Q9H147,Deoxynucleotidyltransferase terminal-interacting protein 1
KY21.Chr6.679,KH.S545.5,KH.S545.5,P16152,Carbonyl reductase [NADPH] 1 {ECO:0000305}
KY21.Chr6.68,KH.C6.105,KH.C6.105,P62079,Tetraspanin-5
KY21.Chr6.680,KH.S545.6,KH.S545.6,Q96J42,Thioredoxin domain-containing protein 15
KY21.Chr6.681,KH.S545.8,KH.S545.8,Q8N5K1,CDGSH iron-sulfur domain-containing protein 2
KY21.Chr6.684,KH.S545.7,KH.S545.7,P45880,Non-selective voltage-gated ion channel VDAC2 {ECO:0000305}
KY21.Chr6.686,KH.S545.3,KH.S545.3,Q9ULM6,CCR4-NOT transcription complex subunit 6
KY21.Chr6.69,KH.C6.130,KH.C6.130,Q9H3S4,Thiamine pyrophosphokinase 1 {ECO:0000305|PubMed:38547260}
KY21.Chr6.690,KH.S1363.2,KH.S1363.2,Q02962,Paired box protein Pax-2
KY21.Chr6.693,KH.S1003.3,KH.S1003.3,P23469,Receptor-type tyrosine-protein phosphatase epsilon
KY21.Chr6.694,,,Q4LDE5,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
KY21.Chr6.695,KH.S1003.2,KH.S1003.2,P23469,Receptor-type tyrosine-protein phosphatase epsilon
KY21.Chr6.696,KH.S1436.1,KH.S1436.1,Q04721,Neurogenic locus notch homolog protein 2 {ECO:0000305}
KY21.Chr6.697,KH.S1391.1,KH.S1391.1,Q8WWB7,Glycosylated lysosomal membrane protein {ECO:0000312|HGNC:HGNC:29436}
KY21.Chr6.698,KH.S1391.3,KH.S1391.3,A8TX70,Collagen alpha-5(VI) chain
KY21.Chr6.699,KH.S1391.2,KH.S1391.2,Q587I9,Vesicle transport protein SFT2C
KY21.Chr6.7,,,O43422,52 kDa repressor of the inhibitor of the protein kinase
KY21.Chr6.70,KH.C6.57,KH.C6.57,Q9H3S4,Thiamine pyrophosphokinase 1 {ECO:0000305|PubMed:38547260}
KY21.Chr6.700,KH.S1272.2,KH.S1272.2,Q8NEZ4,Histone-lysine N-methyltransferase 2C
KY21.Chr6.701,,,Q6VMQ6,Activating transcription factor 7-interacting protein 1 {ECO:0000305}
KY21.Chr6.704,KH.S2820.3,KH.S2820.3,Q96NN9,Apoptosis-inducing factor 3
KY21.Chr6.705,KH.S2820.1,KH.S2820.1,Q96FH0,BLOC-1-related complex subunit 8 {ECO:0000305}
KY21.Chr6.706,KH.S2820.2,KH.S2820.2,P15374,Ubiquitin carboxyl-terminal hydrolase isozyme L3
KY21.Chr6.707,,,O00541,Pescadillo homolog {ECO:0000255|HAMAP-Rule:MF_03028}
KY21.Chr6.708,KH.S1539.1,KH.S1539.1,Q9Y283,Inversin
KY21.Chr6.71,KH.C6.15,KH.C6.15,Q5JXM2,Probable methyltransferase-like protein 24 {ECO:0000305}
KY21.Chr6.72,,,Q5JXM2,Probable methyltransferase-like protein 24 {ECO:0000305}
KY21.Chr6.74,KH.C6.78,KH.C6.78,Q96RW7,Hemicentin-1
KY21.Chr6.75,KH.C6.50,KH.C6.50,Q96RW7,Hemicentin-1
KY21.Chr6.78,,,Q96LC7,Sialic acid-binding Ig-like lectin 10
KY21.Chr6.79,,,Q9H5L6,DNA transposase THAP9
KY21.Chr6.8,,,O43422,52 kDa repressor of the inhibitor of the protein kinase
KY21.Chr6.80,KH.C6.197,KH.C6.197,Q96RW7,Hemicentin-1
KY21.Chr6.81,KH.C6.19,KH.C6.19,O60241,Adhesion G protein-coupled receptor B2 {ECO:0000303|PubMed:25713288}
KY21.Chr6.82,,,Q96RW7,Hemicentin-1
KY21.Chr6.83,KH.C6.265,KH.C6.265,Q9NXU5,ADP-ribosylation factor-like protein 15
KY21.Chr6.84,KH.C6.168,KH.C6.168,Q7L2J0,7SK snRNA methylphosphate capping enzyme {ECO:0000303|PubMed:30559425}
KY21.Chr6.85,,,P16581,E-selectin
KY21.Chr6.86,KH.S1017.1,KH.S1017.1,Q6ZRI0,Otogelin
KY21.Chr6.87,,,P04275,von Willebrand factor
KY21.Chr6.89,KH.L153.1,KH.L153.1,P50416,"Carnitine O-palmitoyltransferase 1, liver isoform"
KY21.Chr6.9,KH.L156.1,KH.L156.1,Q8TE73,Dynein axonemal heavy chain 5
KY21.Chr6.91,KH.L153.39,KH.L153.39,O43617,Trafficking protein particle complex subunit 3
KY21.Chr6.92,KH.L153.37,KH.L153.37,Q7Z6B7,SLIT-ROBO Rho GTPase-activating protein 1
KY21.Chr6.94,KH.L153.27,KH.L153.27,O60733,85/88 kDa calcium-independent phospholipase A2
KY21.Chr6.95,KH.L153.71,KH.L153.71,P82914,Small ribosomal subunit protein uS15m {ECO:0000303|PubMed:25838379}
KY21.Chr6.96,KH.L153.19,KH.L153.19,P49406,Large ribosomal subunit protein bL19m {ECO:0000303|PubMed:25278503}
KY21.Chr6.97,KH.L153.30,KH.L153.30,Q9NUB1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial"
KY21.Chr6.98,KH.L153.50,KH.L153.50,O95905,Protein ecdysoneless homolog {ECO:0000250|UniProtKB:Q9W032}
KY21.Chr6.99,KH.S2209.1,KH.S2209.1,Q53G59,Kelch-like protein 12
KY21.Chr7.1,,,O00370,LINE-1 retrotransposable element ORF2 protein
KY21.Chr7.100,,,Q2M1Z3,Rho GTPase-activating protein 31
KY21.Chr7.1000,KH.C7.436,KH.C7.436,Q96LL9,"DnaJ homolog subfamily C member 30, mitochondrial {ECO:0000303|PubMed:30318146}"
KY21.Chr7.1001,KH.C7.584,KH.C7.584,O94898,Leucine-rich repeats and immunoglobulin-like domains protein 2
KY21.Chr7.1002,,,Q8NHH1,Tubulin polyglutamylase TTLL11 {ECO:0000250|UniProtKB:A4Q9F4}
KY21.Chr7.1004,KH.C7.724,KH.C7.724,Q8IY57,YY1-associated factor 2
KY21.Chr7.1005,KH.C7.110,KH.C7.110,Q96B36,Proline-rich AKT1 substrate 1
KY21.Chr7.1009,KH.C7.61,KH.C7.61,Q8N4C6,Ninein
KY21.Chr7.1010,KH.C7.572,KH.C7.572,Q96HC4,PDZ and LIM domain protein 5 {ECO:0000305}
KY21.Chr7.1011,KH.C7.619,KH.C7.619,Q5T2D3,OTU domain-containing protein 3 {ECO:0000305}
KY21.Chr7.1012,KH.C7.228,KH.C7.228,Q9HD33,Large ribosomal subunit protein uL29m {ECO:0000303|PubMed:25278503}
KY21.Chr7.1013,KH.C7.60,KH.C7.60,Q9H3C7,Gametogenetin-binding protein 2
KY21.Chr7.1014,KH.C7.29,KH.C7.29,Q96LJ8,UBX domain-containing protein 10 {ECO:0000305}
KY21.Chr7.1015,KH.C7.204,KH.C7.204,O43674,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"
KY21.Chr7.1016,KH.C7.236,KH.C7.236,O75394,Large ribosomal subunit protein bL33m {ECO:0000303|PubMed:25278503}
KY21.Chr7.1017,KH.C7.750,KH.C7.750,Q9BRQ8,"Ferroptosis suppressor protein 1 {ECO:0000303|PubMed:31634899, ECO:0000303|PubMed:31634900}"
KY21.Chr7.1018,KH.C7.240,KH.C7.240,Q96IU4,Putative protein-lysine deacylase ABHD14B {ECO:0000305}
KY21.Chr7.1019,KH.C7.787,KH.C7.787,P16109,P-selectin
KY21.Chr7.102,KH.S904.4,KH.S904.4,Q9H5L6,DNA transposase THAP9
KY21.Chr7.1021,KH.C7.226,KH.C7.226,P52907,F-actin-capping protein subunit alpha-1
KY21.Chr7.1022,KH.S1476.1,KH.S1476.1,P42575,Caspase-2
KY21.Chr7.1024,KH.C7.151,KH.C7.151,P19438,Tumor necrosis factor receptor superfamily member 1A
KY21.Chr7.1026,,,Q13546,Receptor-interacting serine/threonine-protein kinase 1
KY21.Chr7.1027,KH.C7.203,KH.C7.203,P42575,Caspase-2
KY21.Chr7.1029,KH.C7.173,KH.C7.173,Q8TBB6,Solute carrier family 7 member 14
KY21.Chr7.103,,,Q86V48,Leucine zipper protein 1
KY21.Chr7.1030,KH.C7.175,KH.C7.175,O95155,Ubiquitin conjugation factor E4 B {ECO:0000305}
KY21.Chr7.1031,KH.C7.148,KH.C7.148,Q9C0D2,Centrosomal protein of 295 kDa {ECO:0000305}
KY21.Chr7.1032,KH.C7.428,KH.C7.428,Q8N9V6,Ankyrin repeat domain-containing protein 53
KY21.Chr7.1033,KH.C7.748,KH.C7.748,Q9HCM2,Plexin-A4
KY21.Chr7.1034,KH.C7.290,KH.C7.290,H3BMG3,Small lysine-rich protein 1
KY21.Chr7.1035,KH.C7.254,KH.C7.254,Q8WXE1,ATR-interacting protein
KY21.Chr7.1036,KH.C7.576,KH.C7.576,Q96P15,Serpin B11
KY21.Chr7.1038,KH.C7.712,KH.C7.712,Q8IYY4,Cilium assembly protein DZIP1L {ECO:0000305|PubMed:19852954}
KY21.Chr7.1039,KH.C7.357,KH.C7.357,Q14397,Glucokinase regulatory protein {ECO:0000303|PubMed:8589523}
KY21.Chr7.1040,KH.C7.553,KH.C7.553,Q8N165,Serine/threonine-protein kinase PDIK1L
KY21.Chr7.1042,KH.C7.143,KH.C7.143,Q96QD5,DEP domain-containing protein 7
KY21.Chr7.1044,KH.C7.361,KH.C7.361,P18754,Regulator of chromosome condensation
KY21.Chr7.1047,KH.C7.585,KH.C7.585,Q9UNP9,Peptidyl-prolyl cis-trans isomerase E
KY21.Chr7.1048,KH.C7.324,KH.C7.324,O75116,Rho-associated protein kinase 2
KY21.Chr7.1050,KH.C7.652,KH.C7.652,Q9H5I5,Piezo-type mechanosensitive ion channel component 2 {ECO:0000305}
KY21.Chr7.1052,KH.C7.16,KH.C7.16,Q9Y606,Pseudouridylate synthase 1 homolog {ECO:0000305}
KY21.Chr7.1055,KH.C7.142,KH.C7.142,P15586,N-acetylglucosamine-6-sulfatase
KY21.Chr7.1056,KH.C7.582,KH.C7.582,P19623,Spermidine synthase
KY21.Chr7.1057,KH.C7.495,KH.C7.495,Q9NWB6,Arginine and glutamate-rich protein 1
KY21.Chr7.1058,KH.C7.522,KH.C7.522,Q9Y6N1,"Cytochrome c oxidase assembly protein COX11, mitochondrial"
KY21.Chr7.1059,KH.C7.638,KH.C7.638,P49848,Transcription initiation factor TFIID subunit 6
KY21.Chr7.106,KH.L141.5,KH.L141.5,Q5T2R2,All trans-polyprenyl-diphosphate synthase PDSS1 {ECO:0000305}
KY21.Chr7.1060,KH.C7.595,KH.C7.595,Q8N5M9,Protein jagunal homolog 1 {ECO:0000305}
KY21.Chr7.1061,KH.C7.276,KH.C7.276,Q6P3S6,F-box only protein 42
KY21.Chr7.1062,KH.C7.169,KH.C7.169,P28845,"11-beta-hydroxysteroid dehydrogenase 1 {ECO:0000303|PubMed:10497248, ECO:0000303|PubMed:14973125}"
KY21.Chr7.1063,KH.C7.423,KH.C7.423,Q9HCU5,Guanine nucleotide-exchange factor SEC12 {ECO:0000305|PubMed:32358066}
KY21.Chr7.1064,KH.C7.741,KH.C7.741,Q8TDB6,E3 ubiquitin-protein ligase DTX3L
KY21.Chr7.1066,KH.C7.766,KH.C7.766,Q9H6F2,Trimeric intracellular cation channel type A {ECO:0000305}
KY21.Chr7.1067,KH.L166.1,KH.L166.1,O14924,Regulator of G-protein signaling 12
KY21.Chr7.1068,KH.L166.4,KH.L166.4,Q96PQ0,VPS10 domain-containing receptor SorCS2
KY21.Chr7.1069,KH.L166.3,KH.L166.3,Q9Y679,Lipid droplet-regulating VLDL assembly factor AUP1 {ECO:0000312|HGNC:HGNC:891}
KY21.Chr7.107,KH.L141.60,KH.L141.60,Q86VP1,Tax1-binding protein 1
KY21.Chr7.1071,KH.C7.719,KH.C7.719,Q9NVR7,TBCC domain-containing protein 1
KY21.Chr7.1072,KH.C7.57,KH.C7.57,Q96GQ5,RUS family member 1 {ECO:0000305}
KY21.Chr7.1073,KH.C7.302,KH.C7.302,O43933,Peroxisomal ATPase PEX1 {ECO:0000305}
KY21.Chr7.1074,KH.C7.601,KH.C7.601,Q6ICH7,Aspartate beta-hydroxylase domain-containing protein 2
KY21.Chr7.1075,KH.C7.657,KH.C7.657,Q8N9Z9,Lamin tail domain-containing protein 1
KY21.Chr7.1076,KH.C7.529,KH.C7.529,Q8TD08,Mitogen-activated protein kinase 15 {ECO:0000305}
KY21.Chr7.108,,,Q16849,Receptor-type tyrosine-protein phosphatase-like N
KY21.Chr7.1080,KH.C7.40,KH.C7.40,Q5S007,Leucine-rich repeat serine/threonine-protein kinase 2
KY21.Chr7.1081,KH.C7.353,KH.C7.353,Q9UNZ2,NSFL1 cofactor p47
KY21.Chr7.1082,KH.C7.681,KH.C7.681,Q9BZG1,Ras-related protein Rab-34
KY21.Chr7.1083,KH.C7.594,KH.C7.594,Q9UNQ0,Broad substrate specificity ATP-binding cassette transporter ABCG2 {ECO:0000305}
KY21.Chr7.1084,KH.C7.48,KH.C7.48,O14713,Integrin beta-1-binding protein 1
KY21.Chr7.1085,KH.C7.754,KH.C7.754,Q9BSQ5,Cerebral cavernous malformations 2 protein
KY21.Chr7.1086,KH.C7.73,KH.C7.73,P0DMQ9,Putative uncharacterized protein C8orf89 {ECO:0000305}
KY21.Chr7.1087,KH.C7.305,KH.C7.305,Q92674,Centromere protein I
KY21.Chr7.1089,KH.C7.190,KH.C7.190,P13693,Translationally-controlled tumor protein
KY21.Chr7.109,,,Q16849,Receptor-type tyrosine-protein phosphatase-like N
KY21.Chr7.1090,KH.C7.665,KH.C7.665,P28070,Proteasome subunit beta type-4 {ECO:0000305}
KY21.Chr7.1091,KH.C7.441,KH.C7.441,Q86XE5,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial"
KY21.Chr7.1093,KH.C7.8,KH.C7.8,Q9P0I2,ER membrane protein complex subunit 3
KY21.Chr7.1094,KH.C7.32,KH.C7.32,O75204,Transmembrane protein 127
KY21.Chr7.1095,KH.C7.118,KH.C7.118,Q15038,DAZ-associated protein 2 {ECO:0000312|HGNC:HGNC:2684}
KY21.Chr7.1096,KH.C7.314,KH.C7.314,Q96HR3,Mediator of RNA polymerase II transcription subunit 30
KY21.Chr7.1097,KH.C7.580,KH.C7.580,O60925,Prefoldin subunit 1
KY21.Chr7.1098,KH.C7.597,KH.C7.597,O60573,Eukaryotic translation initiation factor 4E type 2 {ECO:0000303|PubMed:15153109}
KY21.Chr7.1099,KH.C7.213,KH.C7.213,Q9NRY6,Phospholipid scramblase 3
KY21.Chr7.110,KH.L141.19,KH.L141.19,Q9UJT0,Tubulin epsilon chain
KY21.Chr7.1103,KH.C7.527,KH.C7.527,Q9UBD5,Origin recognition complex subunit 3
KY21.Chr7.1104,KH.C7.178,KH.C7.178,Q5U5R9,Probable E3 ubiquitin-protein ligase HECTD2
KY21.Chr7.1105,KH.C7.139,KH.C7.139,P60059,Protein transport protein Sec61 subunit gamma
KY21.Chr7.1106,KH.C7.467,KH.C7.467,Q9BVS4,Serine/threonine-protein kinase RIO2
KY21.Chr7.1107,KH.C7.535,KH.C7.535,Q9BQ49,Small integral membrane protein 7
KY21.Chr7.1108,KH.C7.516,KH.C7.516,Q5VUM1,"Succinate dehydrogenase assembly factor 4, mitochondrial {ECO:0000303|PubMed:24954416, ECO:0000312|HGNC:HGNC:20957}"
KY21.Chr7.1109,KH.C7.775,KH.C7.775,Q8NE00,Transmembrane protein 104
KY21.Chr7.111,KH.L141.71,KH.L141.71,P08582,Melanotransferrin {ECO:0000312|HGNC:HGNC:7037}
KY21.Chr7.1110,,,Q9UMD9,Collagen alpha-1(XVII) chain
KY21.Chr7.1111,,,Q92752,Tenascin-R
KY21.Chr7.1112,KH.C7.642,KH.C7.642,A6NJ78,12S rRNA N(4)-cytidine methyltransferase METTL15
KY21.Chr7.1113,KH.C7.31,KH.C7.31,Q5TA45,Integrator complex subunit 11
KY21.Chr7.1114,KH.C7.337,KH.C7.337,Q8IWY9,Codanin-1
KY21.Chr7.1116,KH.C7.641,KH.C7.641,Q969H0,F-box/WD repeat-containing protein 7 {ECO:0000305}
KY21.Chr7.1117,KH.C7.313,KH.C7.313,P42356,Phosphatidylinositol 4-kinase alpha
KY21.Chr7.1118,KH.C7.181,KH.C7.181,Q9NPL8,"Complex I assembly factor TIMMDC1, mitochondrial {ECO:0000305}"
KY21.Chr7.112,KH.L141.48,KH.L141.48,O15055,Period circadian protein homolog 2
KY21.Chr7.1120,KH.C7.90,KH.C7.90,Q8TEJ3,E3 ubiquitin-protein ligase SH3RF3
KY21.Chr7.1121,KH.C7.525,KH.C7.525,O75563,Src kinase-associated phosphoprotein 2
KY21.Chr7.1122,KH.C7.212,KH.C7.212,Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"
KY21.Chr7.1123,KH.C7.4,KH.C7.4,O15374,Monocarboxylate transporter 5
KY21.Chr7.1124,KH.C7.37,KH.C7.37,P25100,Alpha-1D adrenergic receptor
KY21.Chr7.1125,,,O00370,LINE-1 retrotransposable element ORF2 protein
KY21.Chr7.1126,,,Q02363,DNA-binding protein inhibitor ID-2
KY21.Chr7.1127,KH.C7.122,KH.C7.122,Q6IMI4,Sulfotransferase 6B1
KY21.Chr7.1128,KH.C7.465,KH.C7.465,Q6IMI4,Sulfotransferase 6B1
KY21.Chr7.1129,KH.C7.157,KH.C7.157,Q02363,DNA-binding protein inhibitor ID-2
KY21.Chr7.113,KH.L141.16,KH.L141.16,Q96P20,"NACHT, LRR and PYD domains-containing protein 3 {ECO:0000305}"
KY21.Chr7.1134,KH.C7.610,KH.C7.610,P50416,"Carnitine O-palmitoyltransferase 1, liver isoform"
KY21.Chr7.1135,KH.C7.376,KH.C7.376,Q9H6V9,Lipid droplet-associated hydrolase {ECO:0000312|HGNC:HGNC:26145}
KY21.Chr7.1137,,,Q92673,Sortilin-related receptor
KY21.Chr7.1138,KH.C7.400,KH.C7.400,Q9UQ35,Serine/arginine repetitive matrix protein 2
KY21.Chr7.1139,KH.C7.763,KH.C7.763,Q8N8I0,Sterile alpha motif domain-containing protein 12
KY21.Chr7.114,KH.L141.70,KH.L141.70,Q9BVA0,Katanin p80 WD40 repeat-containing subunit B1 {ECO:0000255|HAMAP-Rule:MF_03022}
KY21.Chr7.1140,KH.C7.408,KH.C7.408,Q6PI78,Transmembrane protein 65
KY21.Chr7.1141,KH.C7.530,KH.C7.530,O60218,Aldo-keto reductase family 1 member B10
KY21.Chr7.1142,KH.C7.82,KH.C7.82,Q13347,Eukaryotic translation initiation factor 3 subunit I {ECO:0000255|HAMAP-Rule:MF_03008}
KY21.Chr7.1143,KH.C7.250,KH.C7.250,Q86UP6,CUB and zona pellucida-like domain-containing protein 1 {ECO:0000305}
KY21.Chr7.1144,KH.C7.299,KH.C7.299,Q9BXW6,Oxysterol-binding protein-related protein 1 {ECO:0000305}
KY21.Chr7.1145,KH.C7.43,KH.C7.43,P05549,Transcription factor AP-2-alpha
KY21.Chr7.1146,KH.C7.477,KH.C7.477,Q5SXM2,snRNA-activating protein complex subunit 4
KY21.Chr7.1147,KH.C7.574,KH.C7.574,Q5TB80,Centrosomal protein of 162 kDa
KY21.Chr7.1148,KH.C7.419,KH.C7.419,Q12972,Nuclear inhibitor of protein phosphatase 1
KY21.Chr7.1149,KH.C7.317,KH.C7.317,Q96IZ6,tRNA N(3)-cytidine methyltransferase METTL2A {ECO:0000305}
KY21.Chr7.115,KH.L141.66,KH.L141.66,Q9UIC8,Leucine carboxyl methyltransferase 1
KY21.Chr7.1150,KH.C7.286,KH.C7.286,Q9C040,Tripartite motif-containing protein 2
KY21.Chr7.1151,KH.C7.455,KH.C7.455,Q8N371,"Bifunctional peptidase and arginyl-hydroxylase JMJD5 {ECO:0000305|PubMed:28847961, ECO:0000305|PubMed:29459673, ECO:0000305|PubMed:29563586}"
KY21.Chr7.1152,KH.C7.153,KH.C7.153,P51161,Gastrotropin
KY21.Chr7.1154,KH.C7.398,KH.C7.398,P12931,Proto-oncogene tyrosine-protein kinase Src {ECO:0000305}
KY21.Chr7.1155,KH.C7.394,KH.C7.394,P12931,Proto-oncogene tyrosine-protein kinase Src {ECO:0000305}
KY21.Chr7.1157,KH.C7.435,KH.C7.435,Q9Y366,Intraflagellar transport protein 52 homolog
KY21.Chr7.1158,,,Q9UBC9,Small proline-rich protein 3
